"","site_id","long","lat","com_id","species","abund"
"177",2609,31.58492903,-24.55313377,"SK08","sp_17",7
"178",2609,31.58492903,-24.55313377,"SK08","sp_18",2
"179",2609,31.58492903,-24.55313377,"SK08","sp_19",2
"180",2609,31.58492903,-24.55313377,"SK08","sp_20",0
"181",2610,31.5924994,-24.55313377,"SK08","sp_1",7
"182",2610,31.5924994,-24.55313377,"SK08","sp_2",3
"183",2610,31.5924994,-24.55313377,"SK08","sp_3",1
"184",2610,31.5924994,-24.55313377,"SK08","sp_4",1
"185",2610,31.5924994,-24.55313377,"SK08","sp_5",3
"186",2610,31.5924994,-24.55313377,"SK08","sp_6",7
"187",2610,31.5924994,-24.55313377,"SK08","sp_7",6
"188",2610,31.5924994,-24.55313377,"SK08","sp_8",4
"189",2610,31.5924994,-24.55313377,"SK08","sp_9",0
"190",2610,31.5924994,-24.55313377,"SK08","sp_10",2
"191",2610,31.5924994,-24.55313377,"SK08","sp_11",10
"192",2610,31.5924994,-24.55313377,"SK08","sp_12",10
"193",2610,31.5924994,-24.55313377,"SK08","sp_13",9
"194",2610,31.5924994,-24.55313377,"SK08","sp_14",1
"195",2610,31.5924994,-24.55313377,"SK08","sp_15",9
"196",2610,31.5924994,-24.55313377,"SK08","sp_16",0
"197",2610,31.5924994,-24.55313377,"SK08","sp_17",8
"198",2610,31.5924994,-24.55313377,"SK08","sp_18",2
"199",2610,31.5924994,-24.55313377,"SK08","sp_19",1
"200",2610,31.5924994,-24.55313377,"SK08","sp_20",8
"201",2611,31.60006976,-24.55313377,"SK08","sp_1",6
"202",2611,31.60006976,-24.55313377,"SK08","sp_2",0
"203",2611,31.60006976,-24.55313377,"SK08","sp_3",4
"204",2611,31.60006976,-24.55313377,"SK08","sp_4",8
"205",2611,31.60006976,-24.55313377,"SK08","sp_5",3
"206",2611,31.60006976,-24.55313377,"SK08","sp_6",2
"207",2611,31.60006976,-24.55313377,"SK08","sp_7",7
"208",2611,31.60006976,-24.55313377,"SK08","sp_8",2
"209",2611,31.60006976,-24.55313377,"SK08","sp_9",8
"210",2611,31.60006976,-24.55313377,"SK08","sp_10",9
"211",2611,31.60006976,-24.55313377,"SK08","sp_11",3
"212",2611,31.60006976,-24.55313377,"SK08","sp_12",6
"213",2611,31.60006976,-24.55313377,"SK08","sp_13",3
"214",2611,31.60006976,-24.55313377,"SK08","sp_14",4
"215",2611,31.60006976,-24.55313377,"SK08","sp_15",2
"216",2611,31.60006976,-24.55313377,"SK08","sp_16",7
"217",2611,31.60006976,-24.55313377,"SK08","sp_17",1
"218",2611,31.60006976,-24.55313377,"SK08","sp_18",6
"219",2611,31.60006976,-24.55313377,"SK08","sp_19",0
"220",2611,31.60006976,-24.55313377,"SK08","sp_20",1
"221",2612,31.60764013,-24.55313377,"SK08","sp_1",3
"222",2612,31.60764013,-24.55313377,"SK08","sp_2",3
"223",2612,31.60764013,-24.55313377,"SK08","sp_3",8
"224",2612,31.60764013,-24.55313377,"SK08","sp_4",6
"225",2612,31.60764013,-24.55313377,"SK08","sp_5",5
"226",2612,31.60764013,-24.55313377,"SK08","sp_6",1
"227",2612,31.60764013,-24.55313377,"SK08","sp_7",0
"228",2612,31.60764013,-24.55313377,"SK08","sp_8",2
"229",2612,31.60764013,-24.55313377,"SK08","sp_9",8
"230",2612,31.60764013,-24.55313377,"SK08","sp_10",8
"231",2612,31.60764013,-24.55313377,"SK08","sp_11",7
"232",2612,31.60764013,-24.55313377,"SK08","sp_12",6
"233",2612,31.60764013,-24.55313377,"SK08","sp_13",2
"234",2612,31.60764013,-24.55313377,"SK08","sp_14",6
"235",2612,31.60764013,-24.55313377,"SK08","sp_15",8
"236",2612,31.60764013,-24.55313377,"SK08","sp_16",4
"237",2612,31.60764013,-24.55313377,"SK08","sp_17",5
"238",2612,31.60764013,-24.55313377,"SK08","sp_18",3
"239",2612,31.60764013,-24.55313377,"SK08","sp_19",4
"240",2612,31.60764013,-24.55313377,"SK08","sp_20",8
"241",2613,31.61521049,-24.55313377,"SK08","sp_1",8
"242",2613,31.61521049,-24.55313377,"SK08","sp_2",5
"243",2613,31.61521049,-24.55313377,"SK08","sp_3",1
"244",2613,31.61521049,-24.55313377,"SK08","sp_4",9
"245",2613,31.61521049,-24.55313377,"SK08","sp_5",7
"246",2613,31.61521049,-24.55313377,"SK08","sp_6",5
"247",2613,31.61521049,-24.55313377,"SK08","sp_7",0
"248",2613,31.61521049,-24.55313377,"SK08","sp_8",6
"249",2613,31.61521049,-24.55313377,"SK08","sp_9",3
"250",2613,31.61521049,-24.55313377,"SK08","sp_10",9
"251",2613,31.61521049,-24.55313377,"SK08","sp_11",10
"252",2613,31.61521049,-24.55313377,"SK08","sp_12",5
"253",2613,31.61521049,-24.55313377,"SK08","sp_13",1
"254",2613,31.61521049,-24.55313377,"SK08","sp_14",0
"255",2613,31.61521049,-24.55313377,"SK08","sp_15",10
"256",2613,31.61521049,-24.55313377,"SK08","sp_16",1
"257",2613,31.61521049,-24.55313377,"SK08","sp_17",5
"258",2613,31.61521049,-24.55313377,"SK08","sp_18",7
"259",2613,31.61521049,-24.55313377,"SK08","sp_19",3
"260",2613,31.61521049,-24.55313377,"SK08","sp_20",9
"261",2614,31.62278086,-24.55313377,"SK08","sp_1",4
"262",2614,31.62278086,-24.55313377,"SK08","sp_2",1
"263",2614,31.62278086,-24.55313377,"SK08","sp_3",1
"264",2614,31.62278086,-24.55313377,"SK08","sp_4",9
"265",2614,31.62278086,-24.55313377,"SK08","sp_5",10
"266",2614,31.62278086,-24.55313377,"SK08","sp_6",6
"267",2614,31.62278086,-24.55313377,"SK08","sp_7",5
"268",2614,31.62278086,-24.55313377,"SK08","sp_8",10
"269",2614,31.62278086,-24.55313377,"SK08","sp_9",5
"270",2614,31.62278086,-24.55313377,"SK08","sp_10",9
"271",2614,31.62278086,-24.55313377,"SK08","sp_11",9
"272",2614,31.62278086,-24.55313377,"SK08","sp_12",10
"273",2614,31.62278086,-24.55313377,"SK08","sp_13",3
"274",2614,31.62278086,-24.55313377,"SK08","sp_14",4
"275",2614,31.62278086,-24.55313377,"SK08","sp_15",2
"276",2614,31.62278086,-24.55313377,"SK08","sp_16",8
"277",2614,31.62278086,-24.55313377,"SK08","sp_17",3
"278",2614,31.62278086,-24.55313377,"SK08","sp_18",10
"279",2614,31.62278086,-24.55313377,"SK08","sp_19",4
"280",2614,31.62278086,-24.55313377,"SK08","sp_20",0
"281",2615,31.63035123,-24.55313377,"SK08","sp_1",3
"282",2615,31.63035123,-24.55313377,"SK08","sp_2",9
"283",2615,31.63035123,-24.55313377,"SK08","sp_3",4
"284",2615,31.63035123,-24.55313377,"SK08","sp_4",7
"285",2615,31.63035123,-24.55313377,"SK08","sp_5",4
"286",2615,31.63035123,-24.55313377,"SK08","sp_6",8
"287",2615,31.63035123,-24.55313377,"SK08","sp_7",2
"288",2615,31.63035123,-24.55313377,"SK08","sp_8",4
"289",2615,31.63035123,-24.55313377,"SK08","sp_9",5
"290",2615,31.63035123,-24.55313377,"SK08","sp_10",9
"291",2615,31.63035123,-24.55313377,"SK08","sp_11",2
"292",2615,31.63035123,-24.55313377,"SK08","sp_12",0
"293",2615,31.63035123,-24.55313377,"SK08","sp_13",8
"294",2615,31.63035123,-24.55313377,"SK08","sp_14",2
"295",2615,31.63035123,-24.55313377,"SK08","sp_15",5
"296",2615,31.63035123,-24.55313377,"SK08","sp_16",5
"297",2615,31.63035123,-24.55313377,"SK08","sp_17",4
"298",2615,31.63035123,-24.55313377,"SK08","sp_18",6
"299",2615,31.63035123,-24.55313377,"SK08","sp_19",10
"300",2615,31.63035123,-24.55313377,"SK08","sp_20",8
"301",2616,31.63792159,-24.55313377,"SK08","sp_1",9
"302",2616,31.63792159,-24.55313377,"SK08","sp_2",2
"303",2616,31.63792159,-24.55313377,"SK08","sp_3",5
"304",2616,31.63792159,-24.55313377,"SK08","sp_4",6
"305",2616,31.63792159,-24.55313377,"SK08","sp_5",7
"306",2616,31.63792159,-24.55313377,"SK08","sp_6",0
"307",2616,31.63792159,-24.55313377,"SK08","sp_7",10
"308",2616,31.63792159,-24.55313377,"SK08","sp_8",5
"309",2616,31.63792159,-24.55313377,"SK08","sp_9",8
"310",2616,31.63792159,-24.55313377,"SK08","sp_10",7
"311",2616,31.63792159,-24.55313377,"SK08","sp_11",4
"312",2616,31.63792159,-24.55313377,"SK08","sp_12",6
"313",2616,31.63792159,-24.55313377,"SK08","sp_13",7
"314",2616,31.63792159,-24.55313377,"SK08","sp_14",9
"315",2616,31.63792159,-24.55313377,"SK08","sp_15",8
"316",2616,31.63792159,-24.55313377,"SK08","sp_16",7
"317",2616,31.63792159,-24.55313377,"SK08","sp_17",3
"318",2616,31.63792159,-24.55313377,"SK08","sp_18",4
"319",2616,31.63792159,-24.55313377,"SK08","sp_19",9
"320",2616,31.63792159,-24.55313377,"SK08","sp_20",8
"321",2617,31.64549196,-24.55313377,"SK08","sp_1",1
"322",2617,31.64549196,-24.55313377,"SK08","sp_2",9
"323",2617,31.64549196,-24.55313377,"SK08","sp_3",9
"324",2617,31.64549196,-24.55313377,"SK08","sp_4",5
"325",2617,31.64549196,-24.55313377,"SK08","sp_5",9
"326",2617,31.64549196,-24.55313377,"SK08","sp_6",10
"327",2617,31.64549196,-24.55313377,"SK08","sp_7",6
"328",2617,31.64549196,-24.55313377,"SK08","sp_8",5
"329",2617,31.64549196,-24.55313377,"SK08","sp_9",5
"330",2617,31.64549196,-24.55313377,"SK08","sp_10",3
"331",2617,31.64549196,-24.55313377,"SK08","sp_11",3
"332",2617,31.64549196,-24.55313377,"SK08","sp_12",5
"333",2617,31.64549196,-24.55313377,"SK08","sp_13",8
"334",2617,31.64549196,-24.55313377,"SK08","sp_14",5
"335",2617,31.64549196,-24.55313377,"SK08","sp_15",0
"336",2617,31.64549196,-24.55313377,"SK08","sp_16",4
"337",2617,31.64549196,-24.55313377,"SK08","sp_17",3
"338",2617,31.64549196,-24.55313377,"SK08","sp_18",0
"339",2617,31.64549196,-24.55313377,"SK08","sp_19",6
"340",2617,31.64549196,-24.55313377,"SK08","sp_20",2
"341",2618,31.65306233,-24.55313377,"SK09","sp_1",2
"342",2618,31.65306233,-24.55313377,"SK09","sp_2",10
"343",2618,31.65306233,-24.55313377,"SK09","sp_3",5
"344",2618,31.65306233,-24.55313377,"SK09","sp_4",9
"345",2618,31.65306233,-24.55313377,"SK09","sp_5",8
"346",2618,31.65306233,-24.55313377,"SK09","sp_6",9
"347",2618,31.65306233,-24.55313377,"SK09","sp_7",2
"348",2618,31.65306233,-24.55313377,"SK09","sp_8",6
"349",2618,31.65306233,-24.55313377,"SK09","sp_9",7
"350",2618,31.65306233,-24.55313377,"SK09","sp_10",3
"351",2618,31.65306233,-24.55313377,"SK09","sp_11",1
"352",2618,31.65306233,-24.55313377,"SK09","sp_12",4
"353",2618,31.65306233,-24.55313377,"SK09","sp_13",5
"354",2618,31.65306233,-24.55313377,"SK09","sp_14",2
"355",2618,31.65306233,-24.55313377,"SK09","sp_15",2
"356",2618,31.65306233,-24.55313377,"SK09","sp_16",1
"357",2618,31.65306233,-24.55313377,"SK09","sp_17",5
"358",2618,31.65306233,-24.55313377,"SK09","sp_18",6
"359",2618,31.65306233,-24.55313377,"SK09","sp_19",4
"360",2618,31.65306233,-24.55313377,"SK09","sp_20",3
"361",2619,31.66063269,-24.55313377,"SK09","sp_1",8
"362",2619,31.66063269,-24.55313377,"SK09","sp_2",3
"363",2619,31.66063269,-24.55313377,"SK09","sp_3",2
"364",2619,31.66063269,-24.55313377,"SK09","sp_4",5
"365",2619,31.66063269,-24.55313377,"SK09","sp_5",7
"366",2619,31.66063269,-24.55313377,"SK09","sp_6",9
"367",2619,31.66063269,-24.55313377,"SK09","sp_7",9
"368",2619,31.66063269,-24.55313377,"SK09","sp_8",7
"369",2619,31.66063269,-24.55313377,"SK09","sp_9",1
"370",2619,31.66063269,-24.55313377,"SK09","sp_10",6
"371",2619,31.66063269,-24.55313377,"SK09","sp_11",0
"372",2619,31.66063269,-24.55313377,"SK09","sp_12",4
"373",2619,31.66063269,-24.55313377,"SK09","sp_13",9
"374",2619,31.66063269,-24.55313377,"SK09","sp_14",5
"375",2619,31.66063269,-24.55313377,"SK09","sp_15",6
"376",2619,31.66063269,-24.55313377,"SK09","sp_16",0
"377",2619,31.66063269,-24.55313377,"SK09","sp_17",3
"378",2619,31.66063269,-24.55313377,"SK09","sp_18",6
"379",2619,31.66063269,-24.55313377,"SK09","sp_19",3
"380",2619,31.66063269,-24.55313377,"SK09","sp_20",3
"381",2620,31.66820306,-24.55313377,"SK09","sp_1",8
"382",2620,31.66820306,-24.55313377,"SK09","sp_2",8
"383",2620,31.66820306,-24.55313377,"SK09","sp_3",8
"384",2620,31.66820306,-24.55313377,"SK09","sp_4",6
"385",2620,31.66820306,-24.55313377,"SK09","sp_5",5
"386",2620,31.66820306,-24.55313377,"SK09","sp_6",9
"387",2620,31.66820306,-24.55313377,"SK09","sp_7",7
"388",2620,31.66820306,-24.55313377,"SK09","sp_8",9
"389",2620,31.66820306,-24.55313377,"SK09","sp_9",6
"390",2620,31.66820306,-24.55313377,"SK09","sp_10",9
"391",2620,31.66820306,-24.55313377,"SK09","sp_11",1
"392",2620,31.66820306,-24.55313377,"SK09","sp_12",8
"393",2620,31.66820306,-24.55313377,"SK09","sp_13",8
"394",2620,31.66820306,-24.55313377,"SK09","sp_14",1
"395",2620,31.66820306,-24.55313377,"SK09","sp_15",7
"396",2620,31.66820306,-24.55313377,"SK09","sp_16",10
"397",2620,31.66820306,-24.55313377,"SK09","sp_17",8
"398",2620,31.66820306,-24.55313377,"SK09","sp_18",0
"399",2620,31.66820306,-24.55313377,"SK09","sp_19",9
"400",2620,31.66820306,-24.55313377,"SK09","sp_20",2
"401",2621,31.67577342,-24.55313377,"SK09","sp_1",10
"402",2621,31.67577342,-24.55313377,"SK09","sp_2",7
"403",2621,31.67577342,-24.55313377,"SK09","sp_3",4
"404",2621,31.67577342,-24.55313377,"SK09","sp_4",3
"405",2621,31.67577342,-24.55313377,"SK09","sp_5",6
"406",2621,31.67577342,-24.55313377,"SK09","sp_6",3
"407",2621,31.67577342,-24.55313377,"SK09","sp_7",10
"408",2621,31.67577342,-24.55313377,"SK09","sp_8",6
"409",2621,31.67577342,-24.55313377,"SK09","sp_9",6
"410",2621,31.67577342,-24.55313377,"SK09","sp_10",2
"411",2621,31.67577342,-24.55313377,"SK09","sp_11",2
"412",2621,31.67577342,-24.55313377,"SK09","sp_12",7
"413",2621,31.67577342,-24.55313377,"SK09","sp_13",6
"414",2621,31.67577342,-24.55313377,"SK09","sp_14",5
"415",2621,31.67577342,-24.55313377,"SK09","sp_15",9
"416",2621,31.67577342,-24.55313377,"SK09","sp_16",0
"417",2621,31.67577342,-24.55313377,"SK09","sp_17",2
"418",2621,31.67577342,-24.55313377,"SK09","sp_18",8
"419",2621,31.67577342,-24.55313377,"SK09","sp_19",8
"420",2621,31.67577342,-24.55313377,"SK09","sp_20",6
"421",2622,31.68334379,-24.55313377,"SK09","sp_1",3
"422",2622,31.68334379,-24.55313377,"SK09","sp_2",8
"423",2622,31.68334379,-24.55313377,"SK09","sp_3",10
"424",2622,31.68334379,-24.55313377,"SK09","sp_4",7
"425",2622,31.68334379,-24.55313377,"SK09","sp_5",2
"426",2622,31.68334379,-24.55313377,"SK09","sp_6",8
"427",2622,31.68334379,-24.55313377,"SK09","sp_7",7
"428",2622,31.68334379,-24.55313377,"SK09","sp_8",7
"429",2622,31.68334379,-24.55313377,"SK09","sp_9",5
"430",2622,31.68334379,-24.55313377,"SK09","sp_10",3
"431",2622,31.68334379,-24.55313377,"SK09","sp_11",5
"432",2622,31.68334379,-24.55313377,"SK09","sp_12",10
"433",2622,31.68334379,-24.55313377,"SK09","sp_13",1
"434",2622,31.68334379,-24.55313377,"SK09","sp_14",1
"435",2622,31.68334379,-24.55313377,"SK09","sp_15",6
"436",2622,31.68334379,-24.55313377,"SK09","sp_16",2
"437",2622,31.68334379,-24.55313377,"SK09","sp_17",3
"438",2622,31.68334379,-24.55313377,"SK09","sp_18",10
"439",2622,31.68334379,-24.55313377,"SK09","sp_19",4
"440",2622,31.68334379,-24.55313377,"SK09","sp_20",0
"441",2623,31.69091416,-24.55313377,"SK09","sp_1",4
"442",2623,31.69091416,-24.55313377,"SK09","sp_2",1
"443",2623,31.69091416,-24.55313377,"SK09","sp_3",9
"444",2623,31.69091416,-24.55313377,"SK09","sp_4",9
"445",2623,31.69091416,-24.55313377,"SK09","sp_5",4
"446",2623,31.69091416,-24.55313377,"SK09","sp_6",9
"447",2623,31.69091416,-24.55313377,"SK09","sp_7",3
"448",2623,31.69091416,-24.55313377,"SK09","sp_8",1
"449",2623,31.69091416,-24.55313377,"SK09","sp_9",4
"450",2623,31.69091416,-24.55313377,"SK09","sp_10",4
